Neighborhood,LivArea,TotalBedrooms,SalePrice,Source
NridgHt,2253,3,344133,Ames
NridgHt,2389,4,298236,Ames
NridgHt,2358,4,329900,Ames
NridgHt,1944,3,360000,Ames
NridgHt,1970,3,281000,Ames
NridgHt,1792,2,372397,Ames
NridgHt,1780,2,378000,Ames
NridgHt,1792,2,374000,Ames
NridgHt,2728,4,437154,Ames
NridgHt,1904,3,275000,Ames
NridgHt,1914,3,279000,Ames
NridgHt,1364,2,185850,Ames
NridgHt,1565,2,282500,Ames
NridgHt,1368,2,202500,Ames
NridgHt,1368,2,202665,Ames
NridgHt,1686,1,332200,Ames
NridgHt,1666,2,310090,Ames
NridgHt,1405,2,171750,Ames
Gilbert,1316,3,169990,Ames
Gilbert,1456,3,170440,Ames
Gilbert,1492,3,169985,Ames
Gilbert,1496,3,179665,Ames
Gilbert,1863,4,219210,Ames
Gilbert,1326,3,174190,Ames
Gilbert,1456,3,172785,Ames
Gilbert,2373,4,258000,Ames
Gilbert,1492,3,185101,Ames
Blmngtn,1364,2,210250,Ames
Blmngtn,1557,2,234000,Ames
Blmngtn,1456,2,215000,Ames
Blmngtn,1511,2,246990,Ames
Blmngtn,1414,2,178740,Ames
Blmngtn,1548,2,225000,Ames
Blmngtn,1248,2,167240,Ames
Blmngtn,1142,2,156820,Ames
Blmngtn,1506,2,213490,Ames
Blmngtn,1567,1,264561,Ames
Blmngtn,1500,2,246578,Ames
Gilbert,1838,4,192140,Ames
Gilbert,1509,3,183200,Ames
Gilbert,1414,3,178000,Ames
Gilbert,1598,3,201490,Ames
Gilbert,1936,3,230500,Ames
Gilbert,1509,3,180000,Ames
Gilbert,1664,3,172400,Ames
Gilbert,1889,3,215000,Ames
Gilbert,1886,4,199900,Ames
Gilbert,1671,3,173000,Ames
Gilbert,2322,4,287602,Ames
Gilbert,2291,4,230000,Ames
NoRidge,2392,3,348000,Ames
NoRidge,1976,3,286000,Ames
NoRidge,2234,3,3.00E+05,Ames
NoRidge,3627,4,625000,Ames
NoRidge,2855,4,405000,Ames
NoRidge,1924,3,280000,Ames
NoRidge,2263,4,258000,Ames
NoRidge,2726,4,350000,Ames
NoRidge,3500,4,584500,Ames
NoRidge,2494,4,321000,Ames
NoRidge,2526,4,290000,Ames
NoRidge,2799,3,315000,Ames
Somerst,1964,3,252000,Ames
Somerst,1670,2,336820,Ames
Somerst,2097,1,423000,Ames
Somerst,1660,3,290000,Ames
Somerst,1616,3,232000,Ames
Somerst,1504,3,199000,Ames
Somerst,1278,2,198600,Ames
Somerst,2640,3,405749,Ames
Somerst,1489,3,232600,Ames
Somerst,1939,3,266000,Ames
Somerst,1553,3,186500,Ames
Somerst,1716,3,200825,Ames
Somerst,1576,3,197000,Ames
Somerst,1262,2,185000,Ames
Somerst,1266,3,176000,Ames
Somerst,1301,2,187750,Ames
SawyerW,1142,3,139500,Ames
SawyerW,1400,3,186800,Ames
SawyerW,1131,3,132000,Ames
SawyerW,1141,3,142500,Ames
SawyerW,1158,3,158000,Ames
SawyerW,1686,3,184000,Ames
SawyerW,1585,3,184900,Ames
SawyerW,1837,3,187000,Ames
SawyerW,1603,3,175900,Ames
SawyerW,1731,3,248500,Ames
SawyerW,1398,2,172000,Ames
SawyerW,1217,2,151000,Ames
SawyerW,1320,3,150000,Ames
SawyerW,1056,2,107000,Ames
SawyerW,965,3,119900,Ames
Sawyer,988,3,129500,Ames
Sawyer,1728,6,125000,Ames
Sawyer,1654,4,119500,Ames
Sawyer,1211,2,144000,Ames
Sawyer,1212,3,151000,Ames
Sawyer,984,3,126000,Ames
Sawyer,909,3,116000,Ames
Sawyer,925,2,133500,Ames
Sawyer,1024,3,120875,Ames
Sawyer,935,3,137000,Ames
Sawyer,912,3,124000,Ames
Sawyer,1236,3,135000,Ames
Sawyer,941,3,129200,Ames
Veenker,2646,3,260000,Ames
NoRidge,2417,4,260000,Ames
NoRidge,2826,3,334000,Ames
NoRidge,2520,5,310000,Ames
NoRidge,2295,4,268000,Ames
NoRidge,1624,2,262000,Ames
Somerst,1143,1,176400,Ames
Somerst,1247,1,197000,Ames
Somerst,1200,2,151000,Ames
Somerst,1223,2,147400,Ames
Somerst,1223,2,149900,Ames
Somerst,1200,2,144152,Ames
Somerst,1524,2,166000,Ames
Somerst,1452,3,183900,Ames
Somerst,1382,3,165000,Ames
Somerst,1080,2,139000,Ames
Somerst,1694,3,2.00E+05,Ames
Somerst,1568,3,221000,Ames
Veenker,1494,2,270000,Ames
Veenker,1208,3,165000,Ames
Greens,1235,1,214000,Ames
Greens,1036,1,188000,Ames
Greens,1226,1,190000,Ames
Greens,1226,1,170000,Ames
Veenker,1842,0,385000,Ames
NWAmes,1193,2,146500,Ames
NWAmes,1920,4,170000,Ames
NWAmes,2156,3,262500,Ames
NWAmes,1416,3,179900,Ames
NWAmes,2654,4,250000,Ames
NWAmes,1790,4,165150,Ames
NWAmes,1334,3,164500,Ames
NWAmes,1164,3,140000,Ames
NAmes,980,3,135500,Ames
NAmes,1051,3,142000,Ames
NAmes,1770,4,155000,Ames
NAmes,976,2,157500,Ames
NAmes,1052,3,138500,Ames
NAmes,898,3,140000,Ames
NAmes,1051,3,124400,Ames
NAmes,1141,3,158000,Ames
NAmes,1200,1,146000,Ames
NWAmes,1993,4,190000,Ames
NAmes,1050,3,136500,Ames
NAmes,864,3,129900,Ames
NAmes,1712,4,145000,Ames
NAmes,1565,3,185900,Ames
NAmes,1251,3,160000,Ames
NAmes,1488,3,167000,Ames
NAmes,1440,4,157500,Ames
NAmes,1095,2,140000,Ames
NAmes,1053,3,150000,Ames
NAmes,1248,3,151500,Ames
NAmes,816,2,129800,Ames
NAmes,1008,2,137000,Ames
NAmes,1043,2,137000,Ames
BrkSide,1230,3,121600,Ames
BrkSide,869,2,85500,Ames
BrkSide,747,1,79900,Ames
BrkSide,1252,3,127000,Ames
NAmes,1433,3,161000,Ames
NAmes,1624,2,146500,Ames
NAmes,1216,3,135000,Ames
NAmes,2136,4,137900,Ames
NAmes,1578,3,133000,Ames
NAmes,1728,3,137000,Ames
NAmes,936,2,121000,Ames
NAmes,1584,4,119000,Ames
NAmes,1246,3,172000,Ames
NAmes,1235,2,98600,Ames
NAmes,2157,4,226000,Ames
NAmes,1128,2,118000,Ames
NAmes,3112,4,235000,Ames
NAmes,1008,2,135000,Ames
NAmes,1190,3,132500,Ames
NAmes,1144,3,143000,Ames
NAmes,1364,3,132000,Ames
NAmes,1383,3,145250,Ames
NAmes,1336,3,162000,Ames
NAmes,1370,3,148000,Ames
NAmes,1092,2,141000,Ames
NAmes,1124,3,153000,Ames
NAmes,1236,2,134450,Ames
NAmes,943,2,135960,Ames
NAmes,1050,3,156000,Ames
NAmes,1375,2,140000,Ames
NAmes,1008,2,139500,Ames
NAmes,1575,2,155000,Ames
NAmes,1145,3,127000,Ames
NAmes,1005,2,133500,Ames
NAmes,1056,3,125000,Ames
NAmes,884,2,142000,Ames
NAmes,2039,3,167000,Ames
NAmes,1384,2,159000,Ames
OldTown,2640,5,180000,Ames
NAmes,1312,3,127000,Ames
OldTown,1310,2,112000,Ames
OldTown,713,2,99800,Ames
OldTown,833,2,117000,Ames
OldTown,1073,2,108480,Ames
NAmes,715,2,68000,Ames
OldTown,720,1,86900,Ames
OldTown,1130,2,120000,Ames
OldTown,1595,3,155500,Ames
OldTown,1760,4,80000,Ames
OldTown,1214,3,105000,Ames
OldTown,2414,3,160000,Ames
OldTown,1466,3,170000,Ames
NAmes,1324,3,160000,Ames
NAmes,1086,3,159950,Ames
NAmes,1146,3,165000,Ames
NAmes,1734,3,159000,Ames
NAmes,1207,3,147000,Ames
NAmes,912,2,115000,Ames
NAmes,1194,3,159500,Ames
NAmes,864,2,120000,Ames
NAmes,816,2,129900,Ames
NAmes,1773,3,183000,Ames
NAmes,1472,2,157500,Ames
NAmes,2448,3,277500,Ames
NAmes,1600,2,207500,Ames
NAmes,1521,3,147500,Ames
NAmes,1192,4,135000,Ames
NAmes,1040,2,109500,Ames
NAmes,1040,2,109900,Ames
NAmes,1040,3,133700,Ames
NAmes,1040,2,81400,Ames
NAmes,1040,2,87500,Ames
NAmes,1040,2,93500,Ames
NAmes,1556,4,119000,Ames
NAmes,1150,3,141000,Ames
NAmes,1150,3,146000,Ames
NAmes,1348,3,155000,Ames
NAmes,999,3,134500,Ames
NAmes,1045,3,120000,Ames
NAmes,864,3,105000,Ames
NAmes,1025,3,124000,Ames
OldTown,2014,5,169000,Ames
OldTown,1328,3,107000,Ames
OldTown,1668,3,135000,Ames
OldTown,1657,4,111500,Ames
OldTown,1416,3,156500,Ames
OldTown,1641,3,178000,Ames
OldTown,1428,4,139900,Ames
OldTown,1004,2,105000,Ames
OldTown,813,2,110000,Ames
OldTown,1951,4,111500,Ames
OldTown,1032,2,108000,Ames
OldTown,844,2,111500,Ames
OldTown,1750,3,124000,Ames
OldTown,864,2,105000,Ames
OldTown,1118,2,116000,Ames
OldTown,1376,2,96900,Ames
OldTown,960,3,135500,Ames
OldTown,1566,5,139000,Ames
OldTown,492,1,61500,Ames
OldTown,1182,3,120000,Ames
OldTown,1163,3,126175,Ames
OldTown,840,2,64000,Ames
OldTown,1928,4,137000,Ames
OldTown,1774,4,87000,Ames
OldTown,1768,2,163000,Ames
OldTown,2104,5,155000,Ames
OldTown,1440,3,79000,Ames
OldTown,1690,3,144000,Ames
OldTown,1368,3,114504,Ames
OldTown,1762,4,157000,Ames
OldTown,1200,4,125000,Ames
OldTown,3608,4,475000,Ames
OldTown,1248,2,93500,Ames
OldTown,960,3,125000,Ames
IDOTRR,1020,2,64500,Ames
BrkSide,788,2,1.00E+05,Ames
BrkSide,1577,3,140200,Ames
BrkSide,1827,2,202500,Ames
BrkSide,1664,3,159000,Ames
OldTown,1118,3,119900,Ames
BrkSide,1176,3,114500,Ames
BrkSide,1344,3,115000,Ames
BrkSide,1162,3,75000,Ames
BrkSide,1015,3,88000,Ames
BrkSide,912,2,80500,Ames
BrkSide,1576,3,149000,Ames
BrkSide,1324,3,110000,Ames
OldTown,1103,2,110500,Ames
BrkSide,616,2,89000,Ames
BrkSide,1048,2,113000,Ames
BrkSide,816,2,109000,Ames
OldTown,2486,5,220000,Ames
BrkSide,960,3,129000,Ames
OldTown,1635,2,117000,Ames
OldTown,693,2,52500,Ames
IDOTRR,1430,3,107000,Ames
IDOTRR,1330,3,116500,Ames
IDOTRR,819,2,72000,Ames
IDOTRR,1376,3,119500,Ames
IDOTRR,1360,2,125500,Ames
IDOTRR,1077,3,91000,Ames
IDOTRR,754,2,84500,Ames
IDOTRR,984,3,90000,Ames
Sawyer,1422,3,137500,Ames
Sawyer,1921,4,150000,Ames
Sawyer,1640,3,131000,Ames
ClearCr,1352,3,130000,Ames
Edwards,1032,2,125000,Ames
SWISU,879,2,80000,Ames
SWISU,1073,2,157000,Ames
Sawyer,1382,3,148000,Ames
Sawyer,1296,2,90000,Ames
Sawyer,1068,3,154500,Ames
Sawyer,1064,3,153600,Ames
Sawyer,1320,3,164500,Ames
Sawyer,934,2,132000,Ames
Sawyer,1059,3,142500,Ames
Sawyer,1159,3,158000,Ames
Sawyer,1400,3,149500,Ames
Sawyer,1458,3,165000,Ames
Sawyer,1721,3,180000,Ames
Sawyer,1040,3,160500,Ames
Sawyer,1967,6,156500,Ames
Sawyer,1949,6,157000,Ames
Sawyer,1920,4,172500,Ames
Sawyer,1803,3,155000,Ames
Sawyer,1779,3,170000,Ames
Sawyer,872,2,105000,Ames
Sawyer,960,0,145000,Ames
Sawyer,1437,3,168000,Ames
ClearCr,1830,2,278000,Ames
ClearCr,1000,1,164000,Ames
ClearCr,2287,3,225000,Ames
Sawyer,810,2,130000,Ames
Sawyer,894,3,142500,Ames
ClearCr,1700,2,148400,Ames
ClearCr,1453,2,190000,Ames
Edwards,1350,3,146000,Ames
Edwards,1150,3,128000,Ames
Edwards,2008,3,225000,Ames
Edwards,2201,4,274970,Ames
Edwards,2009,4,235000,Ames
Edwards,3672,5,415000,Ames
Edwards,1560,3,182000,Ames
Edwards,1488,3,135000,Ames
Edwards,1057,3,137000,Ames
Edwards,1855,4,136900,Ames
Edwards,1609,5,149900,Ames
Edwards,1148,2,123500,Ames
Edwards,1124,3,93000,Ames
Edwards,1456,4,91500,Ames
SawyerW,1298,3,180000,Ames
SawyerW,2559,4,209000,Ames
SawyerW,1911,3,215000,Ames
SawyerW,1440,2,224500,Ames
CollgCr,1876,3,229800,Ames
CollgCr,1208,2,183600,Ames
CollgCr,1220,2,194000,Ames
CollgCr,1294,2,193879,Ames
CollgCr,1614,3,221500,Ames
CollgCr,1498,2,204900,Ames
CollgCr,1962,3,239799,Ames
CollgCr,1846,3,233555,Ames
CollgCr,1734,3,260000,Ames
CollgCr,1590,2,294900,Ames
CollgCr,1809,3,209700,Ames
CollgCr,1614,3,225000,Ames
CollgCr,1596,3,181000,Ames
SawyerW,1915,3,220000,Ames
ClearCr,1582,4,190000,Ames
ClearCr,988,1,180000,Ames
ClearCr,1533,2,280000,Ames
ClearCr,1388,3,158900,Ames
CollgCr,914,2,148000,Ames
CollgCr,1100,3,145000,Ames
CollgCr,1499,3,187000,Ames
CollgCr,1425,3,193000,Ames
CollgCr,990,3,156000,Ames
CollgCr,1525,3,235000,Ames
CollgCr,1494,3,217000,Ames
CollgCr,1588,3,214000,Ames
CollgCr,1749,3,196000,Ames
CollgCr,1779,3,217000,Ames
CollgCr,1861,3,2.00E+05,Ames
CollgCr,1776,3,192500,Ames
CollgCr,1541,3,205000,Ames
CollgCr,954,3,132500,Ames
CollgCr,1388,3,157500,Ames
CollgCr,1282,3,174000,Ames
CollgCr,971,3,128500,Ames
CollgCr,864,3,128500,Ames
CollgCr,894,3,149900,Ames
CollgCr,864,3,119900,Ames
Landmrk,1320,3,137000,Ames
CollgCr,1989,3,255000,Ames
CollgCr,1762,3,222000,Ames
CollgCr,1755,3,214000,Ames
CollgCr,1358,1,220000,Ames
CollgCr,1787,3,275000,Ames
CollgCr,1909,4,197000,Ames
CollgCr,1654,3,230000,Ames
CollgCr,2214,3,268500,Ames
CollgCr,2049,4,210900,Ames
CollgCr,1939,3,227000,Ames
CollgCr,1995,4,237000,Ames
CollgCr,2097,3,274300,Ames
CollgCr,1836,3,216837,Ames
CollgCr,848,1,133000,Ames
CollgCr,848,1,155900,Ames
CollgCr,1919,3,233230,Ames
CollgCr,1390,3,207000,Ames
CollgCr,1948,4,195000,Ames
CollgCr,1700,3,2.00E+05,Ames
CollgCr,1737,3,203160,Ames
CollgCr,1611,3,195800,Ames
CollgCr,1552,3,212900,Ames
CollgCr,1720,3,196500,Ames
CollgCr,1336,3,198000,Ames
CollgCr,1500,3,173900,Ames
CollgCr,1456,3,163990,Ames
CollgCr,1310,3,164990,Ames
Edwards,1436,3,98000,Ames
Edwards,1466,3,149900,Ames
Edwards,1220,2,102000,Ames
Edwards,1012,4,127500,Ames
Edwards,980,4,127500,Ames
Edwards,1176,2,119900,Ames
Edwards,1724,3,196500,Ames
Edwards,914,2,117250,Ames
Edwards,2314,3,229000,Ames
Edwards,1072,2,145000,Ames
Edwards,1072,2,140000,Ames
Edwards,1072,2,142500,Ames
Edwards,1709,3,134000,Ames
Edwards,1709,3,130000,Ames
Edwards,1709,3,130000,Ames
Edwards,1709,3,137500,Ames
Edwards,1708,3,130000,Ames
Edwards,936,3,97900,Ames
Edwards,1338,3,92000,Ames
Edwards,1669,4,107000,Ames
Edwards,1184,5,81000,Ames
Edwards,1221,4,104900,Ames
Edwards,864,2,115000,Ames
Edwards,1482,3,125000,Ames
Edwards,1250,3,116000,Ames
Edwards,1414,3,83000,Ames
SWISU,2230,5,118500,Ames
Edwards,498,1,35000,Ames
Edwards,1273,3,121000,Ames
SWISU,1928,5,160000,Ames
SWISU,1595,2,140000,Ames
SWISU,1551,3,137000,Ames
SWISU,1340,3,128000,Ames
SWISU,1479,3,160000,Ames
Crawfor,1784,4,138887,Ames
SWISU,1510,3,149000,Ames
SWISU,1522,4,102000,Ames
Crawfor,1636,4,167000,Ames
Crawfor,1802,4,200100,Ames
SWISU,1465,3,131000,Ames
SWISU,1288,4,112000,Ames
Crawfor,1717,3,140000,Ames
Crawfor,1550,3,195000,Ames
Crawfor,1517,3,230000,Ames
Crawfor,1717,2,194000,Ames
Crawfor,1180,2,137500,Ames
Crawfor,2057,3,250000,Ames
Crawfor,1671,4,218000,Ames
Crawfor,2345,4,239000,Ames
Crawfor,1609,3,199500,Ames
Crawfor,1801,3,210000,Ames
Crawfor,1811,2,230000,Ames
Crawfor,1647,3,217500,Ames
Crawfor,2315,4,257000,Ames
Crawfor,1336,2,157000,Ames
Crawfor,1844,3,223000,Ames
IDOTRR,976,2,102000,Ames
IDOTRR,1285,3,145400,Ames
IDOTRR,672,2,72000,Ames
IDOTRR,641,2,85000,Ames
IDOTRR,951,2,106500,Ames
IDOTRR,1638,4,139000,Ames
IDOTRR,1336,3,108000,Ames
IDOTRR,729,2,51689,Ames
IDOTRR,480,1,35311,Ames
IDOTRR,1396,4,115000,Ames
IDOTRR,936,2,78000,Ames
Crawfor,1778,2,375000,Ames
Crawfor,1646,2,3.00E+05,Ames
Mitchel,1625,3,242500,Ames
Mitchel,1664,4,145000,Ames
Mitchel,1491,3,209000,Ames
Mitchel,1004,2,135000,Ames
Mitchel,1210,3,148000,Ames
Mitchel,1959,5,171000,Ames
Timber,2519,4,335000,Ames
GrnHill,1295,2,230000,Ames
Timber,1650,2,250764,Ames
Timber,1707,2,228000,Ames
Timber,1137,2,176000,Ames
Timber,1339,2,180000,Ames
Timber,2514,4,250000,Ames
Timber,1403,2,202000,Ames
Timber,1800,3,312500,Ames
Timber,1960,3,320000,Ames
Timber,2028,2,369900,Ames
Timber,1838,3,359900,Ames
Mitchel,1600,3,81500,Ames
Mitchel,1368,2,215000,Ames
Mitchel,1216,2,164000,Ames
Mitchel,1337,2,153500,Ames
Mitchel,1140,3,84500,Ames
MeadowV,1304,3,104500,Ames
MeadowV,1475,4,127000,Ames
MeadowV,2521,5,151400,Ames
Mitchel,874,3,126500,Ames
Mitchel,1652,4,146500,Ames
MeadowV,630,1,73000,Ames
MeadowV,1092,3,79400,Ames
Mitchel,1360,3,140000,Ames
MeadowV,630,1,92000,Ames
MeadowV,1092,3,87550,Ames
MeadowV,1092,3,79500,Ames
MeadowV,1092,3,90500,Ames
MeadowV,1092,3,71000,Ames
Mitchel,1728,4,150900,Ames
Mitchel,1728,4,188000,Ames
Mitchel,1126,3,160000,Ames
Mitchel,1224,4,131000,Ames
Mitchel,1003,3,142500,Ames
Mitchel,902,2,131000,Ames
Mitchel,970,3,132000,Ames
Mitchel,1389,2,170000,Ames
Mitchel,2000,3,188000,Ames
San Francisco,828,4,452600,California
San Francisco,299,4,358500,California
Bakersfield,133,4,352100,California
San Diego,1055,3,341300,California
San Jose,543,4,342200,California
Fresno,160,3,269700,California
Sacramento,669,3,299200,California
San Jose,427,3,241400,California
Santa Ana,162,4,226700,California
Bakersfield,902,2,261100,California
Fresno,552,5,281500,California
San Francisco,119,3,241800,California
Santa Ana,733,3,213500,California
Santa Ana,447,2,191300,California
Santa Ana,150,3,159200,California
San Francisco,1640,4,140000,California
Long Beach,584,5,152500,California
Bakersfield,186,2,155500,California
Oakland,432,4,158700,California
Bakersfield,691,4,162900,California
Santa Ana,184,2,147500,California
San Francisco,587,5,159800,California
Sacramento,558,2,113900,California
Los Angeles,100,2,99700,California
Oakland,539,2,132600,California
Fresno,352,4,107500,California
Bakersfield,88,5,93800,California
Oakland,432,3,105500,California
Santa Ana,446,4,108900,California
Santa Ana,99,3,132000,California
Bakersfield,546,2,122300,California
Oakland,364,3,115200,California
Fresno,107,4,110400,California
Oakland,728,5,104900,California
Fresno,279,3,109700,California
San Jose,146,2,97200,California
Santa Ana,1167,4,104500,California
San Diego,568,4,103900,California
Fresno,194,2,191400,California
Long Beach,772,5,176000,California
San Diego,514,4,155400,California
Los Angeles,170,5,150000,California
Santa Ana,911,3,118800,California
Santa Ana,512,2,188800,California
San Jose,236,4,184400,California
Fresno,679,2,182300,California
Santa Ana,899,2,142500,California
Bakersfield,225,3,137500,California
Sacramento,876,4,187500,California
San Jose,457,4,112500,California
Long Beach,163,5,171900,California
San Jose,662,2,93800,California
San Jose,382,4,97500,California
Oakland,127,2,104200,California
Los Angeles,687,4,87500,California
San Jose,653,5,83100,California
San Diego,173,3,87500,California
Los Angeles,715,2,85300,California
San Diego,678,3,80300,California
Sacramento,260,2,60000,California
Fresno,1238,2,75700,California
San Jose,573,5,75000,California
San Francisco,262,5,86100,California
Santa Ana,1135,4,76100,California
Sacramento,613,2,73500,California
San Jose,324,3,78400,California
Santa Ana,798,2,84400,California
Santa Ana,406,2,81300,California
Oakland,155,4,85000,California
San Francisco,783,2,129200,California
Long Beach,649,3,82500,California
Santa Ana,147,2,95200,California
San Francisco,1042,4,75000,California
Oakland,553,2,67500,California
San Francisco,211,4,137500,California
Oakland,462,3,177500,California
San Jose,615,5,102100,California
Bakersfield,92,4,108300,California
Fresno,376,5,112500,California
Fresno,581,5,131300,California
Long Beach,110,3,162500,California
San Francisco,782,3,112500,California
Bakersfield,337,4,112500,California
San Diego,190,5,137500,California
Bakersfield,578,3,118800,California
San Diego,298,3,98200,California
Bakersfield,90,4,118800,California
San Jose,520,4,162500,California
Sacramento,347,5,137500,California
Los Angeles,149,2,500001,California
San Jose,962,3,162500,California
San Francisco,783,3,137500,California
Long Beach,223,2,162500,California
San Francisco,744,3,187500,California
Long Beach,560,5,179200,California
Los Angeles,120,2,130000,California
Oakland,600,2,183800,California
Oakland,400,3,125000,California
Oakland,124,4,170000,California
Bakersfield,739,4,193100,California
San Jose,524,2,257800,California
Oakland,151,5,273400,California
Bakersfield,708,3,237500,California
Fresno,360,2,350000,California
San Jose,142,5,335700,California
Long Beach,924,3,313400,California
Fresno,263,2,268500,California
Oakland,123,4,259400,California
Sacramento,740,4,275700,California
San Francisco,497,5,225000,California
Santa Ana,183,5,262500,California
Oakland,1248,3,218500,California
San Jose,537,5,255000,California
Bakersfield,189,4,224100,California
Santa Ana,857,2,243100,California
Oakland,460,3,231600,California
San Diego,165,3,218500,California
San Francisco,616,5,234100,California
Long Beach,443,4,327600,California
Sacramento,123,3,347600,California
Oakland,605,2,366100,California
Sacramento,503,5,335000,California
Los Angeles,178,4,373600,California
Long Beach,576,4,389500,California
Sacramento,351,4,391100,California
Santa Ana,173,3,337300,California
Long Beach,539,3,295200,California
San Jose,820,4,292300,California
Sacramento,156,2,411500,California
Long Beach,429,2,311500,California
San Francisco,435,5,325900,California
Sacramento,106,4,392600,California
Sacramento,760,3,319300,California
San Jose,423,3,333300,California
Los Angeles,113,3,335200,California
Bakersfield,1137,5,351200,California
Sacramento,736,3,368900,California
Santa Ana,189,3,365900,California
Oakland,802,3,366700,California
Long Beach,493,4,362800,California
Fresno,114,5,483300,California
San Diego,850,5,331400,California
San Jose,438,3,323500,California
Santa Ana,119,2,216700,California
Long Beach,594,3,233100,California
Bakersfield,421,3,296400,California
Sacramento,121,3,273700,California
Fresno,790,4,227700,California
Oakland,446,5,199600,California
Los Angeles,106,3,239800,California
Long Beach,486,4,270100,California
Long Beach,329,3,302100,California
Bakersfield,106,4,269500,California
Santa Ana,493,5,314700,California
Long Beach,276,2,390100,California
San Diego,109,4,410300,California
Fresno,468,4,352400,California
Santa Ana,486,4,287300,California
Oakland,106,2,348700,California
Oakland,644,4,243800,California
Bakersfield,993,4,211500,California
Bakersfield,122,3,218400,California
Long Beach,623,3,269900,California
San Jose,462,3,218800,California
Oakland,90,4,225000,California
Bakersfield,558,5,250000,California
Los Angeles,392,4,171400,California
Santa Ana,140,4,193800,California
San Francisco,920,3,125000,California
Bakersfield,615,2,97500,California
Fresno,114,3,125000,California
San Jose,468,5,138800,California
Santa Ana,343,5,116700,California
Sacramento,135,5,151800,California
Bakersfield,803,2,127000,California
Oakland,249,4,128600,California
Santa Ana,80,4,140600,California
Oakland,658,5,182700,California
Bakersfield,417,5,146900,California
Sacramento,163,3,122800,California
Long Beach,623,5,169300,California
Santa Ana,277,2,126600,California
Santa Ana,72,4,127900,California
Santa Ana,783,2,123500,California
Fresno,551,4,111900,California
Oakland,227,3,112800,California
San Jose,1128,3,107900,California
Los Angeles,412,2,137500,California
Bakersfield,136,4,105500,California
Bakersfield,1145,3,95500,California
Los Angeles,490,5,116100,California
Bakersfield,161,2,112200,California
Los Angeles,1034,4,75000,California
Bakersfield,255,5,112500,California
Fresno,113,5,125000,California
Oakland,598,4,115000,California
Fresno,484,4,95000,California
Bakersfield,142,5,96400,California
Santa Ana,520,2,72000,California
Sacramento,512,5,71300,California
San Jose,107,3,80800,California
San Diego,855,3,128800,California
Los Angeles,654,5,112500,California
Fresno,156,2,119400,California
Santa Ana,662,5,118100,California
Sacramento,272,5,122500,California
San Francisco,109,3,106300,California
Santa Ana,906,4,132500,California
Los Angeles,801,5,122700,California
San Diego,168,5,113300,California
Sacramento,612,5,109500,California
Bakersfield,464,4,164700,California
Los Angeles,92,2,125000,California
Fresno,942,5,124700,California
Fresno,560,5,136700,California
Santa Ana,102,5,141700,California
Long Beach,916,3,150000,California
Oakland,589,2,138800,California
Santa Ana,104,3,139200,California
Fresno,696,4,143800,California
San Diego,304,5,156500,California
Bakersfield,106,4,151000,California
San Jose,446,2,273000,California
Oakland,451,4,217100,California
Santa Ana,86,5,187100,California
Los Angeles,687,3,239600,California
Fresno,480,2,229700,California
Fresno,139,2,257300,California
Long Beach,1130,3,246900,California
Fresno,494,4,179900,California
Oakland,76,2,169600,California
Sacramento,534,3,203300,California
San Diego,508,3,263400,California
Los Angeles,198,2,231800,California
Los Angeles,805,5,140500,California
San Diego,278,5,126000,California
Los Angeles,107,5,122000,California
San Diego,572,3,134700,California
Long Beach,510,5,139400,California
Los Angeles,117,2,115400,California
San Francisco,606,2,137300,California
San Diego,503,3,137000,California
San Diego,130,2,142600,California
Fresno,465,5,137500,California
Santa Ana,577,4,111700,California
Bakersfield,143,2,126800,California
San Jose,901,2,111300,California
Bakersfield,650,5,114800,California
Bakersfield,100,5,102300,California
San Jose,847,3,131900,California
San Francisco,403,2,119100,California
Sacramento,123,5,80600,California
San Francisco,611,3,80600,California
Oakland,1074,2,88800,California
San Francisco,145,2,102400,California
San Diego,526,2,98700,California
Oakland,322,4,1.00E+05,California
San Francisco,169,4,92300,California
Santa Ana,841,3,94800,California
Oakland,342,2,102000,California
Santa Ana,139,5,158400,California
Sacramento,447,3,121600,California
San Diego,292,5,129100,California
San Jose,198,4,121400,California
Bakersfield,801,3,102800,California
Santa Ana,610,4,160000,California
Oakland,210,3,143900,California
Fresno,831,4,151200,California
Los Angeles,283,2,164400,California
San Francisco,85,2,156500,California
San Diego,834,2,225000,California
Fresno,495,2,174200,California
Los Angeles,141,4,166900,California
San Francisco,320,3,163500,California
Santa Ana,331,2,253000,California
San Diego,166,3,240700,California
San Jose,598,2,208100,California
San Francisco,373,4,198100,California
San Francisco,110,4,172800,California
Santa Ana,559,2,336700,California
San Diego,320,5,318200,California
Los Angeles,112,3,285800,California
San Jose,744,4,293000,California
Bakersfield,308,2,371000,California
Long Beach,153,4,157300,California
Bakersfield,648,3,135300,California
Bakersfield,549,5,136700,California
Sacramento,86,5,160700,California
San Jose,846,2,140600,California
Sacramento,285,5,144000,California
Sacramento,265,2,161900,California
Santa Ana,833,2,156300,California
Long Beach,816,2,176000,California
Oakland,213,2,145800,California
Bakersfield,1089,4,141900,California
Los Angeles,780,3,90700,California
San Diego,190,3,90600,California
Long Beach,826,3,107900,California
San Francisco,345,4,107000,California
Bakersfield,119,2,98200,California
Oakland,901,3,89500,California
Los Angeles,385,3,93800,California
San Diego,54,2,96700,California
